43000000023|4300000007|4300000003|Amos Labree Retirement Fund|0|6271643.530000
43000000024|4300000002|4300000003|Amos Labree Joint Account|2|-7002828.090000
43000000025|4300000009|4300000003|Amos Labree Business Account|1|4997031.510000
43000000031|4300000005|4300000004|Charlotte Ciciora Healthcare Fund|1|1787356.810000
43000000003|4300000004|4300000001|Joshua Fowle Emergency Expenses|2|7625683.590000
43000000004|4300000005|4300000001|Joshua Fowle Vacation Account|2|79823.440000
43000000005|4300000010|4300000001|Joshua Fowle Healthcare Fund|2|1104436.030000
43000000006|4300000008|4300000001|Joshua Fowle New Car Account|1|1594842.080000
43000000011|4300000004|4300000002|Willie Swigert Joint Account|1|-9093725.950000
43000000012|4300000003|4300000002|Willie Swigert Business Account|1|9288893.440000
43000000013|4300000007|4300000002|Willie Swigert College Fund|1|8096128.800000
43000000014|4300000006|4300000002|Willie Swigert Flexible Spending|0|9638415.620000
43000000015|4300000001|4300000002|Willie Swigert Play Money|1|-1877283.560000
43000000016|4300000002|4300000002|Willie Swigert Emergency Expenses|2|7588354.790000
43000000017|4300000005|4300000002|Willie Swigert Vacation Account|2|7102893.940000
43000000018|4300000008|4300000002|Willie Swigert Healthcare Fund|2|7079673.100000
43000000021|4300000001|4300000003|Amos Labree Individual Account|1|-8591065.120000
43000000022|4300000006|4300000003|Amos Labree Family Trust|1|2859736.310000
43000000023|4300000007|4300000003|Amos Labree Retirement Fund|0|6271643.530000
43000000024|4300000002|4300000003|Amos Labree Joint Account|2|-7002828.090000
43000000025|4300000009|4300000003|Amos Labree Business Account|1|4997031.510000
43000000031|4300000005|4300000004|Charlotte Ciciora Healthcare Fund|1|1787356.810000
43000000003|4300000004|4300000001|Joshua Fowle Emergency Expenses|2|7625683.590000
43000000004|4300000005|4300000001|Joshua Fowle Vacation Account|2|79823.440000
43000000005|4300000010|4300000001|Joshua Fowle Healthcare Fund|2|1104436.030000
43000000006|4300000008|4300000001|Joshua Fowle New Car Account|1|1594842.080000
43000000011|4300000004|4300000002|Willie Swigert Joint Account|1|-9093725.950000
43000000012|4300000003|4300000002|Willie Swigert Business Account|1|9288893.440000
43000000013|4300000007|4300000002|Willie Swigert College Fund|1|8096128.800000
43000000014|4300000006|4300000002|Willie Swigert Flexible Spending|0|9638415.620000
43000000015|4300000001|4300000002|Willie Swigert Play Money|1|-1877283.560000
43000000016|4300000002|4300000002|Willie Swigert Emergency Expenses|2|7588354.790000
43000000017|4300000005|4300000002|Willie Swigert Vacation Account|2|7102893.940000
43000000018|4300000008|4300000002|Willie Swigert Healthcare Fund|2|7079673.100000
43000000021|4300000001|4300000003|Amos Labree Individual Account|1|-8591065.120000
43000000022|4300000006|4300000003|Amos Labree Family Trust|1|2859736.310000
43000000023|4300000007|4300000003|Amos Labree Retirement Fund|0|6271643.530000
43000000024|4300000002|4300000003|Amos Labree Joint Account|2|-7002828.090000
43000000025|4300000009|4300000003|Amos Labree Business Account|1|4997031.510000
43000000031|4300000005|4300000004|Charlotte Ciciora Healthcare Fund|1|1787356.810000
43000000003|4300000004|4300000001|Joshua Fowle Emergency Expenses|2|7625683.590000
43000000004|4300000005|4300000001|Joshua Fowle Vacation Account|2|79823.440000
43000000005|4300000010|4300000001|Joshua Fowle Healthcare Fund|2|1104436.030000
43000000006|4300000008|4300000001|Joshua Fowle New Car Account|1|1594842.080000
43000000011|4300000004|4300000002|Willie Swigert Joint Account|1|-9093725.950000
43000000012|4300000003|4300000002|Willie Swigert Business Account|1|9288893.440000
43000000013|4300000007|4300000002|Willie Swigert College Fund|1|8096128.800000
43000000014|4300000006|4300000002|Willie Swigert Flexible Spending|0|9638415.620000
43000000015|4300000001|4300000002|Willie Swigert Play Money|1|-1877283.560000
43000000016|4300000002|4300000002|Willie Swigert Emergency Expenses|2|7588354.790000
43000000017|4300000005|4300000002|Willie Swigert Vacation Account|2|7102893.940000
43000000018|4300000008|4300000002|Willie Swigert Healthcare Fund|2|7079673.100000
43000000021|4300000001|4300000003|Amos Labree Individual Account|1|-8591065.120000
43000000022|4300000006|4300000003|Amos Labree Family Trust|1|2859736.310000
43000000023|4300000007|4300000003|Amos Labree Retirement Fund|0|6271643.530000
43000000024|4300000002|4300000003|Amos Labree Joint Account|2|-7002828.090000
43000000025|4300000009|4300000003|Amos Labree Business Account|1|4997031.510000
43000000031|4300000005|4300000004|Charlotte Ciciora Healthcare Fund|1|1787356.810000
43000000003|4300000004|4300000001|Joshua Fowle Emergency Expenses|2|7625683.590000
43000000004|4300000005|4300000001|Joshua Fowle Vacation Account|2|79823.440000
43000000005|4300000010|4300000001|Joshua Fowle Healthcare Fund|2|1104436.030000
43000000006|4300000008|4300000001|Joshua Fowle New Car Account|1|1594842.080000
43000000011|4300000004|4300000002|Willie Swigert Joint Account|1|-9093725.950000
43000000012|4300000003|4300000002|Willie Swigert Business Account|1|9288893.440000
43000000013|4300000007|4300000002|Willie Swigert College Fund|1|8096128.800000
43000000014|4300000006|4300000002|Willie Swigert Flexible Spending|0|9638415.620000
43000000015|4300000001|4300000002|Willie Swigert Play Money|1|-1877283.560000
43000000016|4300000002|4300000002|Willie Swigert Emergency Expenses|2|7588354.790000
43000000017|4300000005|4300000002|Willie Swigert Vacation Account|2|7102893.940000
43000000018|4300000008|4300000002|Willie Swigert Healthcare Fund|2|7079673.100000
43000000021|4300000001|4300000003|Amos Labree Individual Account|1|-8591065.120000
43000000022|4300000006|4300000003|Amos Labree Family Trust|1|2859736.310000
43000000023|4300000007|4300000003|Amos Labree Retirement Fund|0|6271643.530000
43000000024|4300000002|4300000003|Amos Labree Joint Account|2|-7002828.090000
43000000025|4300000009|4300000003|Amos Labree Business Account|1|4997031.510000
43000000031|4300000005|4300000004|Charlotte Ciciora Healthcare Fund|1|1787356.810000
43000000003|4300000004|4300000001|Joshua Fowle Emergency Expenses|2|7625683.590000
43000000004|4300000005|4300000001|Joshua Fowle Vacation Account|2|79823.440000
43000000005|4300000010|4300000001|Joshua Fowle Healthcare Fund|2|1104436.030000
43000000006|4300000008|4300000001|Joshua Fowle New Car Account|1|1594842.080000
43000000011|4300000004|4300000002|Willie Swigert Joint Account|1|-9093725.950000
43000000012|4300000003|4300000002|Willie Swigert Business Account|1|9288893.440000
43000000013|4300000007|4300000002|Willie Swigert College Fund|1|8096128.800000
43000000014|4300000006|4300000002|Willie Swigert Flexible Spending|0|9638415.620000
43000000015|4300000001|4300000002|Willie Swigert Play Money|1|-1877283.560000
43000000016|4300000002|4300000002|Willie Swigert Emergency Expenses|2|7588354.790000
43000000017|4300000005|4300000002|Willie Swigert Vacation Account|2|7102893.940000
43000000018|4300000008|4300000002|Willie Swigert Healthcare Fund|2|7079673.100000
43000000021|4300000001|4300000003|Amos Labree Individual Account|1|-8591065.120000
43000000022|4300000006|4300000003|Amos Labree Family Trust|1|2859736.310000
43000000023|4300000007|4300000003|Amos Labree Retirement Fund|0|6271643.530000
43000000024|4300000002|4300000003|Amos Labree Joint Account|2|-7002828.090000
43000000025|4300000009|4300000003|Amos Labree Business Account|1|4997031.510000
43000000031|4300000005|4300000004|Charlotte Ciciora Healthcare Fund|1|1787356.810000
43000000003|4300000004|4300000001|Joshua Fowle Emergency Expenses|2|7625683.590000
43000000004|4300000005|4300000001|Joshua Fowle Vacation Account|2|79823.440000
43000000005|4300000010|4300000001|Joshua Fowle Healthcare Fund|2|1104436.030000
43000000006|4300000008|4300000001|Joshua Fowle New Car Account|1|1594842.080000
43000000011|4300000004|4300000002|Willie Swigert Joint Account|1|-9093725.950000
43000000012|4300000003|4300000002|Willie Swigert Business Account|1|9288893.440000
